CustomerKey,Gender,TotalChildren,EnglishOccupation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
27558,M,1,Skilled Manual,1,2-5 Miles,55,1
27559,F,1,Skilled Manual,1,2-5 Miles,55,1
27560,F,1,Skilled Manual,1,2-5 Miles,55,1
27561,F,5,Professional,0,2-5 Miles,56,0
27562,F,5,Professional,1,2-5 Miles,56,0
27563,M,5,Professional,1,2-5 Miles,56,0
27564,M,4,Professional,0,2-5 Miles,56,0
27565,F,4,Professional,0,0-1 Miles,56,0
27566,M,4,Professional,0,2-5 Miles,55,0
27567,F,4,Professional,0,0-1 Miles,55,0
27568,M,2,Professional,1,0-1 Miles,56,1
27569,F,2,Professional,1,2-5 Miles,55,1
27570,F,2,Professional,0,0-1 Miles,55,1
27571,F,4,Professional,0,0-1 Miles,56,1
27572,M,1,Skilled Manual,1,0-1 Miles,57,1
27573,M,1,Skilled Manual,1,2-5 Miles,57,1
27574,F,1,Skilled Manual,1,2-5 Miles,57,1
27575,F,3,Professional,0,0-1 Miles,57,1
27576,F,1,Professional,1,0-1 Miles,57,1
27577,M,1,Professional,1,0-1 Miles,57,1
27578,F,1,Professional,1,2-5 Miles,56,1
27579,M,5,Professional,2,2-5 Miles,57,0
27580,F,4,Management,0,0-1 Miles,45,0
27581,M,4,Management,0,0-1 Miles,45,1
27582,F,2,Professional,0,0-1 Miles,45,1
27583,M,2,Professional,0,2-5 Miles,45,1
27584,F,2,Professional,0,0-1 Miles,45,1
27585,F,2,Professional,0,0-1 Miles,45,1
27586,F,2,Professional,1,2-5 Miles,47,1
27587,F,2,Professional,1,0-1 Miles,47,1
27588,F,5,Professional,3,10+ Miles,46,0
27589,M,2,Professional,1,0-1 Miles,48,1
27590,M,2,Professional,1,2-5 Miles,48,1
27591,M,5,Professional,3,10+ Miles,48,0
27592,M,5,Professional,3,10+ Miles,47,0
27593,M,5,Professional,4,10+ Miles,47,0
27594,M,5,Management,3,0-1 Miles,48,0
27595,F,5,Management,3,0-1 Miles,48,0
27596,M,5,Professional,3,0-1 Miles,49,0
27597,M,0,Professional,0,0-1 Miles,49,1
27598,M,2,Professional,0,1-2 Miles,49,1
27599,M,2,Professional,0,1-2 Miles,49,1
27600,F,3,Skilled Manual,2,2-5 Miles,61,0
27601,F,3,Skilled Manual,3,2-5 Miles,61,1
27602,M,3,Skilled Manual,3,2-5 Miles,62,1
27603,F,2,Skilled Manual,2,5-10 Miles,58,0
27604,M,2,Professional,2,5-10 Miles,58,1
27605,M,2,Professional,2,5-10 Miles,58,1
27606,F,2,Professional,0,0-1 Miles,58,1
27607,M,2,Skilled Manual,2,5-10 Miles,59,0
27608,M,2,Skilled Manual,2,5-10 Miles,59,0
27609,F,2,Skilled Manual,2,5-10 Miles,58,0
27610,M,2,Skilled Manual,2,1-2 Miles,59,0
27611,M,2,Professional,2,5-10 Miles,58,1
27612,M,2,Professional,2,5-10 Miles,58,1
27613,F,2,Professional,2,1-2 Miles,58,1
27614,M,2,Professional,2,1-2 Miles,59,1
27615,F,3,Management,4,2-5 Miles,50,1
27616,F,3,Management,4,2-5 Miles,49,1
27617,F,0,Professional,1,5-10 Miles,51,1
27618,F,5,Professional,1,0-1 Miles,50,0
27619,M,4,Professional,4,2-5 Miles,50,0
27620,F,2,Management,2,0-1 Miles,51,0
27621,M,0,Management,4,1-2 Miles,51,1
27622,M,4,Professional,0,0-1 Miles,59,0
27623,M,3,Professional,1,0-1 Miles,58,1
27624,M,2,Professional,1,2-5 Miles,59,0
27625,F,2,Professional,0,10+ Miles,59,1
27626,M,4,Management,1,5-10 Miles,81,0
27627,M,1,Management,3,1-2 Miles,81,0
27628,F,4,Professional,2,0-1 Miles,52,0
27629,M,0,Professional,1,10+ Miles,52,0
27630,M,4,Management,4,1-2 Miles,51,0
27631,F,3,Management,4,1-2 Miles,51,0
27632,F,5,Professional,2,5-10 Miles,53,0
27633,M,5,Professional,3,0-1 Miles,53,0
27634,F,5,Professional,3,5-10 Miles,52,1
27635,F,5,Professional,4,5-10 Miles,52,0
27636,F,1,Professional,3,5-10 Miles,52,1
27637,F,1,Professional,3,1-2 Miles,53,0
27638,M,1,Professional,3,1-2 Miles,53,0
27639,F,1,Professional,4,1-2 Miles,52,0
27640,F,1,Professional,4,1-2 Miles,52,0
27641,F,1,Professional,4,5-10 Miles,53,1
27642,F,1,Professional,4,2-5 Miles,53,0
27643,M,5,Professional,3,2-5 Miles,53,0
27644,F,4,Professional,0,1-2 Miles,54,0
27645,M,1,Professional,4,5-10 Miles,54,1
27646,M,1,Management,2,2-5 Miles,53,1
27647,M,1,Professional,4,2-5 Miles,53,0
27648,M,2,Skilled Manual,2,1-2 Miles,59,0
27649,M,2,Professional,2,1-2 Miles,60,1
27650,M,4,Professional,0,5-10 Miles,60,0
27651,M,2,Professional,1,10+ Miles,59,1
27652,M,2,Skilled Manual,2,5-10 Miles,61,0
27653,F,4,Professional,2,5-10 Miles,80,0
27654,F,2,Management,2,5-10 Miles,80,0
27655,F,4,Management,2,5-10 Miles,79,0
27656,M,3,Professional,2,1-2 Miles,78,0
27657,M,2,Management,2,1-2 Miles,78,0
27658,M,2,Management,2,5-10 Miles,79,0
27659,M,2,Management,2,5-10 Miles,79,0
27660,M,4,Management,2,5-10 Miles,79,0
27661,M,1,Management,4,5-10 Miles,79,0
27662,F,5,Professional,4,5-10 Miles,55,1
27663,M,1,Management,2,0-1 Miles,54,1
27664,M,1,Management,4,0-1 Miles,55,0
27665,M,2,Skilled Manual,2,5-10 Miles,61,0
27666,F,3,Skilled Manual,2,5-10 Miles,61,1
27667,F,3,Professional,1,1-2 Miles,60,1
27668,M,3,Management,2,5-10 Miles,61,1
27669,F,3,Management,2,5-10 Miles,61,1
27670,F,3,Management,2,1-2 Miles,62,1
27671,M,3,Management,2,1-2 Miles,62,1
27672,M,3,Management,2,5-10 Miles,62,1
27673,F,3,Management,2,5-10 Miles,62,1
27674,F,3,Professional,2,5-10 Miles,63,0
27675,F,3,Professional,2,5-10 Miles,62,0
27676,M,3,Professional,2,5-10 Miles,64,0
27677,F,3,Professional,2,5-10 Miles,64,0
27678,M,3,Professional,2,1-2 Miles,64,1
27679,F,3,Professional,2,5-10 Miles,63,0
27680,M,3,Professional,2,5-10 Miles,64,0
27681,F,4,Professional,2,1-2 Miles,64,1
27682,F,4,Professional,2,5-10 Miles,64,0
27683,F,4,Professional,2,1-2 Miles,66,0
27684,F,4,Professional,2,5-10 Miles,65,0
27685,M,4,Professional,3,5-10 Miles,51,0
27686,M,4,Professional,3,10+ Miles,52,0
27687,F,3,Professional,2,5-10 Miles,51,1
27688,M,0,Professional,1,5-10 Miles,52,0
27689,M,0,Professional,1,5-10 Miles,52,1
27690,F,2,Professional,0,0-1 Miles,48,1
27691,M,2,Professional,0,0-1 Miles,48,1
27692,M,3,Professional,0,1-2 Miles,48,1
27693,M,4,Professional,0,1-2 Miles,47,1
27694,M,1,Professional,1,5-10 Miles,53,1
27695,F,1,Professional,1,5-10 Miles,53,1
27696,M,1,Professional,1,5-10 Miles,52,1
27697,M,1,Skilled Manual,1,5-10 Miles,54,1
27698,F,1,Professional,1,5-10 Miles,54,1
27699,F,1,Professional,1,5-10 Miles,53,1
27700,M,3,Management,1,0-1 Miles,85,0
27701,M,1,Skilled Manual,1,5-10 Miles,55,1
27702,M,1,Skilled Manual,1,5-10 Miles,55,1
27703,F,1,Professional,1,1-2 Miles,55,0
27704,M,2,Professional,1,5-10 Miles,81,0
27705,M,5,Professional,4,1-2 Miles,49,0
27706,F,0,Professional,1,0-1 Miles,51,1
27707,F,0,Professional,1,0-1 Miles,50,1
27708,F,0,Professional,1,5-10 Miles,51,0
27709,M,0,Professional,2,5-10 Miles,52,1
27710,M,0,Professional,2,5-10 Miles,52,1
27711,F,0,Professional,2,0-1 Miles,52,1
27712,F,1,Skilled Manual,1,0-1 Miles,52,1
27713,F,1,Skilled Manual,1,5-10 Miles,54,1
27714,M,1,Skilled Manual,1,0-1 Miles,54,1
27715,F,1,Skilled Manual,1,5-10 Miles,54,1
27716,M,5,Skilled Manual,2,5-10 Miles,53,0
27717,F,5,Skilled Manual,3,10+ Miles,54,0
27718,M,5,Skilled Manual,3,5-10 Miles,54,0
27719,M,5,Skilled Manual,3,10+ Miles,53,1
27720,M,5,Skilled Manual,3,5-10 Miles,55,0
27721,M,1,Skilled Manual,1,5-10 Miles,59,0
27722,M,1,Skilled Manual,1,0-1 Miles,58,1
27723,F,2,Management,1,5-10 Miles,61,1
27724,M,0,Skilled Manual,2,5-10 Miles,39,0
27725,M,0,Skilled Manual,2,0-1 Miles,35,0
27726,F,0,Skilled Manual,2,0-1 Miles,35,1
27727,F,0,Skilled Manual,2,5-10 Miles,36,0
27728,F,2,Clerical,2,5-10 Miles,78,0
27729,F,0,Clerical,2,5-10 Miles,36,0
27730,F,0,Clerical,2,5-10 Miles,37,0
27731,M,0,Skilled Manual,2,5-10 Miles,37,0
27732,F,0,Skilled Manual,2,5-10 Miles,37,0
27733,M,2,Management,2,5-10 Miles,77,0
27734,M,0,Clerical,2,5-10 Miles,38,0
27735,F,0,Skilled Manual,2,0-1 Miles,38,0
27736,F,0,Skilled Manual,2,5-10 Miles,38,0
27737,M,0,Skilled Manual,2,0-1 Miles,37,0
27738,F,0,Clerical,2,5-10 Miles,36,0
27739,F,0,Clerical,2,5-10 Miles,36,0
27740,F,0,Skilled Manual,2,5-10 Miles,36,0
27741,F,0,Skilled Manual,2,5-10 Miles,36,0
27742,M,0,Skilled Manual,2,5-10 Miles,36,0
27743,F,2,Management,2,5-10 Miles,74,1
27744,M,2,Management,1,5-10 Miles,72,1
27745,M,2,Management,2,5-10 Miles,72,1
27746,M,2,Management,1,1-2 Miles,72,1
27747,M,0,Skilled Manual,2,1-2 Miles,39,0
27748,M,0,Skilled Manual,2,1-2 Miles,39,0
27749,F,0,Skilled Manual,1,5-10 Miles,38,0
27750,M,0,Skilled Manual,1,5-10 Miles,39,0
27751,F,0,Skilled Manual,1,5-10 Miles,38,0
27752,M,0,Skilled Manual,2,1-2 Miles,40,1
27753,M,0,Skilled Manual,2,1-2 Miles,39,0
27754,M,0,Skilled Manual,1,1-2 Miles,41,0
27755,F,0,Skilled Manual,1,1-2 Miles,40,0
27756,F,3,Skilled Manual,1,0-1 Miles,49,0
27757,M,3,Skilled Manual,3,10+ Miles,50,0
27758,F,3,Skilled Manual,3,10+ Miles,50,0
27759,F,3,Skilled Manual,3,10+ Miles,50,1
27760,F,0,Clerical,0,0-1 Miles,46,1
27761,F,0,Clerical,0,0-1 Miles,47,1
27762,M,0,Clerical,0,0-1 Miles,47,1
27763,F,3,Manual,1,0-1 Miles,48,1
27764,F,1,Manual,1,2-5 Miles,47,1
27765,M,1,Manual,1,2-5 Miles,48,1
27766,M,1,Manual,1,2-5 Miles,48,1
27767,F,1,Manual,1,2-5 Miles,47,1
27768,F,1,Manual,1,0-1 Miles,48,1
27769,F,1,Manual,1,1-2 Miles,48,1
27770,F,1,Clerical,0,0-1 Miles,48,1
27771,M,1,Clerical,1,1-2 Miles,48,1
27772,M,5,Manual,1,0-1 Miles,49,0
27773,M,1,Manual,1,2-5 Miles,48,1
27774,M,2,Manual,0,0-1 Miles,49,1
27775,F,0,Clerical,0,0-1 Miles,47,1
27776,F,1,Clerical,1,2-5 Miles,49,1
27777,M,1,Skilled Manual,1,2-5 Miles,49,1
27778,F,1,Skilled Manual,1,1-2 Miles,48,1
27779,M,5,Manual,2,0-1 Miles,50,0
27780,F,2,Manual,1,0-1 Miles,50,1
27781,M,2,Manual,1,0-1 Miles,50,1
27782,M,2,Manual,2,0-1 Miles,50,0
27783,F,1,Skilled Manual,2,0-1 Miles,50,0
27784,M,3,Manual,1,0-1 Miles,50,1
27785,M,1,Skilled Manual,1,2-5 Miles,83,0
27786,F,3,Manual,0,0-1 Miles,50,1
27787,M,1,Skilled Manual,2,0-1 Miles,51,0
27788,M,3,Manual,2,0-1 Miles,52,0
27789,M,3,Manual,1,0-1 Miles,52,1
27790,F,3,Manual,1,0-1 Miles,52,1
27791,F,3,Manual,1,0-1 Miles,52,1
27792,F,3,Manual,1,0-1 Miles,52,1
27793,M,4,Manual,2,0-1 Miles,82,0
27794,F,1,Skilled Manual,0,0-1 Miles,82,0
27795,F,0,Professional,0,0-1 Miles,49,1
27796,M,0,Professional,0,0-1 Miles,49,1
27797,M,0,Professional,0,0-1 Miles,49,1
27798,M,0,Professional,0,0-1 Miles,49,1
27799,M,0,Skilled Manual,0,0-1 Miles,48,1
27800,F,0,Skilled Manual,0,0-1 Miles,48,1
27801,F,2,Clerical,0,0-1 Miles,51,1
27802,F,2,Clerical,0,0-1 Miles,51,1
27803,F,2,Clerical,0,0-1 Miles,52,0
27804,M,1,Clerical,1,0-1 Miles,53,0
27805,F,1,Clerical,1,2-5 Miles,52,0
27806,F,1,Clerical,1,2-5 Miles,53,0
27807,M,2,Clerical,1,2-5 Miles,80,0
27808,M,2,Clerical,0,0-1 Miles,49,1
27809,F,1,Skilled Manual,0,0-1 Miles,49,1
27810,F,1,Skilled Manual,0,0-1 Miles,51,1
27811,M,1,Skilled Manual,0,0-1 Miles,52,1
27812,F,0,Manual,1,1-2 Miles,38,0
27813,M,0,Manual,1,2-5 Miles,38,0
27814,F,3,Clerical,1,0-1 Miles,35,0
27815,F,3,Clerical,2,0-1 Miles,35,0
27816,M,0,Manual,1,1-2 Miles,36,0
27817,F,1,Skilled Manual,0,0-1 Miles,52,1
27818,F,1,Skilled Manual,0,0-1 Miles,52,1
27819,F,1,Skilled Manual,0,0-1 Miles,52,1
27820,M,1,Skilled Manual,0,0-1 Miles,52,1
27821,M,1,Skilled Manual,0,0-1 Miles,51,1
27822,M,1,Clerical,1,2-5 Miles,53,0
27823,F,1,Skilled Manual,1,0-1 Miles,52,1
27824,F,3,Clerical,2,0-1 Miles,37,1
27825,F,3,Clerical,2,0-1 Miles,36,1
27826,M,4,Clerical,1,0-1 Miles,36,0
27827,F,4,Clerical,2,0-1 Miles,36,0
27828,M,4,Clerical,2,0-1 Miles,37,0
27829,M,0,Clerical,1,2-5 Miles,37,0
27830,M,0,Manual,1,1-2 Miles,38,0
27831,M,0,Manual,1,5-10 Miles,38,0
27832,F,0,Clerical,1,2-5 Miles,39,0
27833,F,0,Manual,2,0-1 Miles,41,0
27834,F,0,Manual,2,0-1 Miles,41,0
27835,M,0,Manual,2,0-1 Miles,41,0
27836,M,0,Manual,2,1-2 Miles,40,0
27837,F,0,Manual,2,1-2 Miles,40,0
27838,F,0,Manual,2,0-1 Miles,40,0
27839,F,1,Skilled Manual,0,0-1 Miles,40,1
27840,M,0,Manual,2,1-2 Miles,42,0
27841,M,1,Clerical,0,0-1 Miles,53,0
27842,F,1,Manual,0,0-1 Miles,54,0
27843,M,1,Clerical,0,0-1 Miles,80,0
27844,M,1,Clerical,0,0-1 Miles,78,0
27845,M,5,Clerical,0,0-1 Miles,53,1
27846,M,4,Clerical,0,0-1 Miles,52,1
27847,F,1,Manual,0,0-1 Miles,57,0
27848,M,2,Manual,0,1-2 Miles,59,0
27849,M,1,Clerical,0,0-1 Miles,60,0
27850,M,1,Clerical,0,0-1 Miles,60,0
27851,F,1,Clerical,0,0-1 Miles,77,0
27852,M,1,Clerical,0,0-1 Miles,76,1
27853,F,2,Clerical,1,0-1 Miles,74,0
27854,M,2,Manual,1,1-2 Miles,74,1
27855,F,1,Manual,0,0-1 Miles,73,0
27856,F,1,Clerical,0,0-1 Miles,74,1
27857,F,2,Manual,1,2-5 Miles,73,0
27858,F,3,Manual,1,2-5 Miles,72,0
27859,M,1,Manual,0,0-1 Miles,72,1
27860,M,0,Manual,1,2-5 Miles,35,1
27861,F,0,Manual,1,1-2 Miles,35,1
27862,F,0,Manual,1,2-5 Miles,36,1
27863,F,0,Clerical,0,0-1 Miles,35,1
27864,M,0,Clerical,0,0-1 Miles,35,1
27865,F,0,Manual,2,0-1 Miles,38,1
27866,M,0,Manual,2,0-1 Miles,37,1
27867,M,0,Manual,2,0-1 Miles,39,1
27868,F,1,Manual,0,1-2 Miles,38,1
27869,F,1,Manual,0,2-5 Miles,39,1
27870,M,1,Manual,0,2-5 Miles,36,1
27871,F,1,Manual,0,1-2 Miles,36,1
27872,M,0,Clerical,0,0-1 Miles,36,1
27873,F,0,Clerical,0,0-1 Miles,37,1
27874,M,0,Clerical,0,0-1 Miles,37,1
27875,F,1,Manual,0,2-5 Miles,37,1
27876,M,1,Manual,0,1-2 Miles,38,1
27877,F,0,Clerical,0,0-1 Miles,38,1
27878,M,0,Manual,0,0-1 Miles,37,1
27879,M,0,Manual,0,0-1 Miles,38,1
27880,M,1,Clerical,0,0-1 Miles,72,1
27881,M,1,Manual,0,0-1 Miles,54,1
27882,M,4,Clerical,0,0-1 Miles,54,1
27883,M,4,Clerical,0,0-1 Miles,54,1
27884,F,4,Clerical,0,0-1 Miles,54,1
27885,M,3,Clerical,0,0-1 Miles,54,1
27886,F,1,Manual,1,2-5 Miles,54,0
27887,M,1,Manual,1,2-5 Miles,55,0
27888,F,1,Manual,1,2-5 Miles,55,0
27889,F,1,Manual,1,2-5 Miles,55,0
27890,M,1,Manual,0,0-1 Miles,55,1
27891,M,1,Manual,0,0-1 Miles,54,1
27892,F,3,Clerical,0,0-1 Miles,54,1
27893,M,1,Manual,1,2-5 Miles,55,0
27894,M,2,Manual,1,2-5 Miles,56,1
27895,M,2,Manual,1,0-1 Miles,57,1
27896,M,3,Clerical,0,0-1 Miles,54,1
27897,F,3,Clerical,0,0-1 Miles,55,1
27898,F,3,Clerical,0,0-1 Miles,55,1
27899,F,0,Clerical,0,0-1 Miles,55,1
27900,F,0,Clerical,0,0-1 Miles,56,1
27901,F,3,Clerical,0,0-1 Miles,56,1
27902,F,3,Clerical,0,0-1 Miles,56,1
27903,F,1,Manual,1,1-2 Miles,45,0
27904,M,1,Manual,1,1-2 Miles,45,0
27905,M,2,Manual,0,0-1 Miles,45,0
27906,M,2,Manual,0,0-1 Miles,45,1
27907,M,0,Manual,1,2-5 Miles,45,1
27908,F,0,Manual,1,0-1 Miles,44,1
27909,F,0,Manual,1,2-5 Miles,44,1
27910,M,2,Management,2,5-10 Miles,72,1
27911,M,0,Skilled Manual,2,1-2 Miles,39,0
27912,F,0,Skilled Manual,2,5-10 Miles,39,0
27913,F,0,Skilled Manual,1,5-10 Miles,38,0
27914,F,0,Skilled Manual,1,5-10 Miles,41,0
27915,F,0,Skilled Manual,1,1-2 Miles,41,0
27916,M,0,Skilled Manual,1,5-10 Miles,41,0
27917,F,0,Skilled Manual,1,5-10 Miles,41,1
27918,F,0,Skilled Manual,2,5-10 Miles,43,1
27919,M,0,Skilled Manual,2,5-10 Miles,42,1
27920,F,0,Skilled Manual,2,5-10 Miles,42,1
27921,F,4,Professional,1,2-5 Miles,62,0
27922,F,4,Professional,1,2-5 Miles,62,0
27923,M,2,Management,4,5-10 Miles,56,0
27924,M,2,Professional,2,5-10 Miles,58,1
27925,M,2,Professional,4,0-1 Miles,58,0
27926,M,2,Professional,4,5-10 Miles,59,0
27927,M,3,Professional,4,5-10 Miles,59,0
27928,F,2,Professional,2,5-10 Miles,59,1
27929,M,3,Professional,4,0-1 Miles,59,0
27930,M,3,Professional,4,10+ Miles,59,0
27931,F,3,Professional,4,10+ Miles,60,0
27932,F,3,Professional,4,5-10 Miles,60,0
27933,F,3,Professional,2,2-5 Miles,61,0
27934,F,5,Professional,2,2-5 Miles,70,0
27935,M,3,Skilled Manual,3,10+ Miles,70,0
27936,M,3,Skilled Manual,4,2-5 Miles,70,0
27937,F,5,Professional,2,2-5 Miles,70,1
27938,M,4,Management,4,5-10 Miles,70,0
27939,M,4,Professional,4,5-10 Miles,69,0
27940,M,4,Professional,4,5-10 Miles,68,0
27941,F,4,Professional,2,2-5 Miles,62,0
27942,M,4,Professional,1,2-5 Miles,61,0
27943,F,2,Professional,2,5-10 Miles,60,1
27944,M,2,Professional,2,5-10 Miles,60,1
27945,F,4,Professional,1,0-1 Miles,61,0
27946,F,0,Professional,4,10+ Miles,61,1
27947,F,2,Professional,2,10+ Miles,61,0
27948,M,2,Management,2,10+ Miles,62,1
27949,M,0,Management,3,0-1 Miles,62,1
27950,M,4,Professional,2,10+ Miles,63,0
27951,M,4,Professional,2,2-5 Miles,63,1
27952,M,4,Professional,2,2-5 Miles,63,1
27953,F,4,Professional,2,0-1 Miles,63,1
27954,F,4,Professional,3,2-5 Miles,64,0
27955,M,4,Professional,3,10+ Miles,64,0
27956,M,4,Professional,3,0-1 Miles,64,1
27957,F,4,Professional,3,10+ Miles,64,0
27958,M,4,Management,3,10+ Miles,64,0
27959,M,4,Management,2,10+ Miles,65,0
27960,M,4,Management,2,10+ Miles,64,0
27961,M,5,Skilled Manual,3,10+ Miles,66,0
27962,F,5,Management,3,10+ Miles,65,0
27963,F,4,Management,3,10+ Miles,66,0
27964,F,3,Management,4,10+ Miles,66,0
27965,F,4,Management,4,0-1 Miles,66,1
27966,F,5,Management,4,10+ Miles,67,0
27967,F,5,Professional,4,10+ Miles,67,1
27968,M,0,Professional,3,10+ Miles,39,0
27969,M,0,Professional,2,10+ Miles,38,1
27970,M,0,Professional,2,10+ Miles,40,0
27971,F,0,Professional,3,10+ Miles,41,0
27972,M,0,Professional,3,10+ Miles,42,0
27973,M,0,Management,2,10+ Miles,41,1
27974,M,2,Management,4,0-1 Miles,42,1
27975,M,0,Professional,3,10+ Miles,43,0
27976,F,0,Professional,3,10+ Miles,43,0
27977,M,0,Management,3,10+ Miles,43,1
27978,F,0,Professional,4,10+ Miles,44,0
27979,M,0,Professional,4,10+ Miles,43,0
27980,F,0,Professional,4,10+ Miles,44,0
27981,F,0,Professional,4,10+ Miles,44,0
27982,M,0,Professional,4,10+ Miles,43,1
27983,M,0,Management,3,10+ Miles,43,1
27984,F,0,Management,4,10+ Miles,44,1
27985,F,0,Professional,4,10+ Miles,45,1
27986,M,0,Management,4,10+ Miles,45,1
27987,M,0,Management,4,10+ Miles,45,1
27988,M,4,Professional,2,5-10 Miles,66,0
27989,M,4,Professional,2,5-10 Miles,67,0
27990,F,4,Professional,2,5-10 Miles,66,0
27991,F,4,Professional,2,1-2 Miles,66,0
27992,M,4,Professional,2,5-10 Miles,67,0
27993,M,4,Professional,2,1-2 Miles,68,0
27994,F,4,Professional,2,5-10 Miles,78,0
27995,M,4,Professional,2,1-2 Miles,78,0
27996,F,3,Management,2,5-10 Miles,78,0
27997,F,3,Management,2,1-2 Miles,77,0
27998,M,3,Management,2,1-2 Miles,78,0
27999,M,3,Management,2,1-2 Miles,77,0
28000,F,3,Management,2,1-2 Miles,77,0
28001,F,3,Management,2,10+ Miles,76,0
28002,F,3,Management,2,10+ Miles,76,0
28003,F,3,Management,2,10+ Miles,75,0
28004,F,3,Management,2,10+ Miles,76,0
28005,F,3,Management,2,10+ Miles,75,0
28006,M,3,Management,2,1-2 Miles,74,0
28007,M,3,Management,2,10+ Miles,73,0
28008,F,4,Management,2,1-2 Miles,73,0
28009,F,4,Management,2,1-2 Miles,73,0
28010,M,4,Management,2,10+ Miles,73,0
28011,M,4,Management,2,10+ Miles,72,0
28012,M,4,Management,2,1-2 Miles,71,0
28013,M,4,Professional,2,10+ Miles,71,1
28014,F,5,Clerical,2,10+ Miles,70,1
28015,M,4,Professional,2,1-2 Miles,68,0
28016,M,5,Clerical,4,10+ Miles,69,0
28017,M,5,Clerical,3,1-2 Miles,70,1
28018,F,2,Skilled Manual,3,10+ Miles,70,1
28019,F,5,Professional,3,10+ Miles,69,0
28020,M,5,Professional,3,2-5 Miles,69,0
28021,F,5,Professional,3,2-5 Miles,68,0
28022,M,5,Professional,3,10+ Miles,69,1
28023,F,5,Professional,3,2-5 Miles,68,0
28024,M,5,Management,3,2-5 Miles,69,0
28025,F,2,Professional,2,2-5 Miles,68,0
28026,F,2,Professional,2,2-5 Miles,68,0
28027,F,2,Professional,2,2-5 Miles,67,0
28028,M,2,Professional,2,10+ Miles,67,0
28029,M,2,Professional,2,10+ Miles,67,0
28030,M,2,Management,1,2-5 Miles,67,1
28031,F,2,Management,1,2-5 Miles,68,1
28032,F,2,Management,1,10+ Miles,67,0
28033,M,2,Management,1,10+ Miles,68,0
28034,F,2,Professional,2,10+ Miles,66,0
28035,F,2,Professional,2,10+ Miles,67,0
28036,M,2,Professional,2,2-5 Miles,67,1
28037,M,2,Professional,2,10+ Miles,67,0
28038,M,2,Professional,2,10+ Miles,67,1
28039,M,2,Management,0,2-5 Miles,67,1
28040,M,2,Professional,2,2-5 Miles,66,1
28041,F,2,Professional,2,2-5 Miles,66,1
28042,M,2,Management,0,2-5 Miles,66,1
28043,F,2,Management,0,10+ Miles,65,0
28044,M,2,Management,0,2-5 Miles,66,1
28045,M,2,Skilled Manual,2,10+ Miles,65,0
28046,F,2,Skilled Manual,2,10+ Miles,65,0
28047,M,2,Professional,2,2-5 Miles,64,1
28048,M,4,Professional,1,10+ Miles,64,0
28049,M,4,Professional,1,10+ Miles,64,0
28050,M,3,Management,1,5-10 Miles,64,0
28051,M,2,Professional,2,2-5 Miles,64,1
28052,M,2,Professional,2,10+ Miles,64,0
28053,M,2,Professional,2,10+ Miles,64,0
28054,F,4,Professional,1,10+ Miles,63,0
28055,F,2,Professional,2,10+ Miles,62,0
28056,M,2,Skilled Manual,2,10+ Miles,62,0
28057,F,2,Skilled Manual,2,10+ Miles,63,0
28058,F,2,Skilled Manual,2,10+ Miles,63,0
28059,M,3,Skilled Manual,2,10+ Miles,61,0
28060,M,0,Professional,0,2-5 Miles,49,0
28061,M,4,Professional,0,0-1 Miles,49,1
28062,M,4,Professional,0,2-5 Miles,49,1
28063,F,4,Professional,0,2-5 Miles,48,1
28064,F,5,Professional,0,2-5 Miles,48,1
28065,F,5,Professional,0,0-1 Miles,49,1
28066,M,2,Professional,0,0-1 Miles,46,1
28067,F,3,Professional,0,0-1 Miles,45,1
28068,F,3,Professional,0,0-1 Miles,45,1
28069,M,0,Management,1,0-1 Miles,43,1
28070,M,0,Management,1,1-2 Miles,47,1
28071,M,0,Management,1,0-1 Miles,47,1
28072,F,0,Management,1,0-1 Miles,47,1
28073,F,1,Management,2,0-1 Miles,48,0
28074,M,1,Management,2,0-1 Miles,48,0
28075,M,0,Management,1,10+ Miles,48,0
28076,M,0,Management,2,1-2 Miles,47,1
28077,F,0,Management,3,1-2 Miles,48,0
28078,M,4,Management,0,1-2 Miles,51,1
28079,F,4,Skilled Manual,2,1-2 Miles,47,0
28080,F,4,Skilled Manual,2,1-2 Miles,46,0
28081,F,3,Management,3,1-2 Miles,47,0
28082,M,3,Management,3,0-1 Miles,47,0
28083,F,2,Management,3,1-2 Miles,47,1
28084,M,2,Management,3,1-2 Miles,47,0
28085,M,0,Skilled Manual,2,5-10 Miles,36,0
28086,F,0,Skilled Manual,1,5-10 Miles,36,0
28087,F,0,Skilled Manual,1,1-2 Miles,36,0
28088,M,0,Skilled Manual,1,5-10 Miles,36,1
28089,M,0,Skilled Manual,1,1-2 Miles,35,0
28090,M,0,Skilled Manual,1,5-10 Miles,36,0
28091,F,3,Skilled Manual,2,5-10 Miles,71,1
28092,F,0,Skilled Manual,2,1-2 Miles,36,1
28093,M,0,Skilled Manual,1,1-2 Miles,37,0
28094,F,0,Skilled Manual,1,5-10 Miles,36,0
28095,F,0,Skilled Manual,1,5-10 Miles,37,0
28096,F,0,Skilled Manual,2,5-10 Miles,36,1
28097,F,0,Skilled Manual,2,5-10 Miles,37,1
28098,M,2,Clerical,2,1-2 Miles,68,1
28099,M,0,Skilled Manual,2,5-10 Miles,36,1
28100,F,4,Skilled Manual,3,0-1 Miles,37,0
28101,M,0,Professional,2,1-2 Miles,37,0
